event_id_cnty,event_date,event_type,sub_event_type,civilian_targeting,admin1,latitude,longitude,fatalities,population_1km,population_2km,population_5km,population_best
VEN24455,2019-07-10,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,3,14266.0,76068.0,185799.0,185799.0
VEN24456,2019-07-10,Violence against civilians,Attack,Civilian targeting,Zulia,8.8019,-71.7695,1,4734.0,5673.0,7900.0,7900.0
VEN24457,2019-07-11,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24458,2019-07-12,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24459,2019-07-13,Battles,Armed clash,,Zulia,10.0608,-72.5521,1,22959.0,63352.0,88997.0,88997.0
VEN24460,2019-07-15,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24461,2019-07-15,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24462,2019-07-16,Violence against civilians,Attack,Civilian targeting,Falcon,11.4169,-69.4793,1,138.0,304.0,769.0,769.0
VEN24463,2019-07-17,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24464,2019-07-18,Violence against civilians,Attack,Civilian targeting,Falcon,11.3947,-69.6801,1,19900.0,89376.0,185391.0,185391.0
VEN24465,2019-07-18,Violence against civilians,Attack,Civilian targeting,Zulia,9.0010,-71.9268,1,18753.0,20635.0,30778.0,30778.0
VEN24466,2019-07-18,Violence against civilians,Attack,Civilian targeting,Zulia,9.0034,-71.9100,1,22007.0,44092.0,52322.0,52322.0
VEN24467,2019-07-18,Protests,Peaceful protest,,Zulia,10.2016,-71.3148,0,26333.0,89651.0,219687.0,26333.0
VEN24468,2019-07-21,Violence against civilians,Attack,Civilian targeting,Tachira,7.5282,-71.9594,1,4247.0,6475.0,7323.0,7323.0
VEN24469,2019-07-21,Violence against civilians,Attack,Civilian targeting,Tachira,7.9194,-72.4431,1,18631.0,41539.0,69141.0,69141.0
VEN2447,2019-09-16,Violence against civilians,Attack,Civilian targeting,Zulia,10.6763,-72.0005,1,3744.0,4922.0,7302.0,7302.0
VEN24470,2019-07-22,Violence against civilians,Attack,Civilian targeting,Tachira,7.9194,-72.4431,1,18631.0,41539.0,69141.0,69141.0
VEN24471,2019-07-23,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24472,2019-07-23,Violence against civilians,Abduction/forced disappearance,Civilian targeting,Tachira,8.3261,-72.0874,0,2279.0,5159.0,8476.0,5159.0
VEN24473,2019-07-26,Violence against civilians,Attack,Civilian targeting,Falcon,11.3666,-69.1383,2,994.0,1561.0,3771.0,3771.0
VEN24474,2019-07-27,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24475,2019-07-28,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24476,2019-07-28,Violence against civilians,Attack,Civilian targeting,Bolivar,8.1292,-63.5409,1,13035.0,82107.0,254495.0,254495.0
VEN24477,2019-07-29,Violence against civilians,Attack,Civilian targeting,Tachira,7.8140,-72.4403,2,16384.0,24451.0,25896.0,25896.0
VEN24478,2019-07-29,Violence against civilians,Attack,Civilian targeting,Tachira,7.8140,-72.4403,2,16384.0,24451.0,25896.0,25896.0
VEN24479,2019-07-31,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24480,2019-08-03,Violence against civilians,Attack,Civilian targeting,Bolivar,7.4770,-61.8967,1,12574.0,25456.0,27324.0,27324.0
VEN24481,2019-08-04,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
